ID_Cliente,Churn,Genero,Idoso,Parceiro,Dependentes,Meses_Contrato,Servico_Telefone,Multiplas_Linhas,Servico_Internet,Seguranca_Online,Backup_Online,Protecao_Dispositivo,Suporte_Tecnico,Streaming_TV,Streaming_Filmes,Contrato,Fatura_Online,Metodo_Pagamento,Gasto_Mensal,Gasto_Total
0239-OXEXL,Nao,Feminino,0,Nao,Nao,46,Sim,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Nao,Mailed check,84.25,3847.6
0244-LGNFY,Nao,Feminino,0,Sim,Sim,72,Sim,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Nao,Bank transfer (automatic),92.65,6733.0
0247-SLUJI,Nao,Masculino,0,Sim,Sim,1,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Mailed check,19.7,19.7
0248-IPDFW,Nao,Feminino,0,Nao,Nao,1,Sim,Yes,DSL,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,50.1,50.1
0248-PGHBZ,Nao,Feminino,1,Nao,Nao,67,Sim,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Sim,Bank transfer (automatic),92.45,6140.85
0253-ZTEOB,Nao,Feminino,0,Sim,Sim,48,Sim,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Nao,Electronic check,79.65,3870.3
0254-FNMCI,Nao,Feminino,0,Nao,Nao,72,Sim,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Sim,Electronic check,109.9,7624.2
0254-KCJGT,Nao,Masculino,0,Sim,Nao,52,Sim,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Sim,Credit card (automatic),81.4,4354.45
0254-WWRKD,Nao,Feminino,0,Sim,Sim,67,Sim,No,DSL,No,Yes,No,No,No,No,One year,Nao,Credit card (automatic),50.55,3431.75
0256-LTHVJ,Sim,Feminino,0,Sim,Sim,28,Sim,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Sim,Electronic check,81.05,2227.1
0257-KXZGU,Nao,Feminino,0,Sim,Sim,32,Sim,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Nao,Bank transfer (automatic),62.45,2045.55
0257-ZESQC,Sim,Feminino,1,Sim,Nao,27,Sim,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Sim,Bank transfer (automatic),75.2,1929.35
0258-NOKBL,Nao,Masculino,0,Nao,Nao,3,Sim,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Nao,Electronic check,90.4,268.45
0259-GBZSH,Sim,Masculino,0,Nao,Nao,2,Sim,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Sim,Electronic check,85.65,181.5
0260-ZDLGK,Sim,Feminino,0,Nao,Sim,9,Sim,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Sim,Mailed check,72.9,651.4
0263-FJTQO,Nao,Masculino,0,Sim,Sim,50,Sim,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Sim,Credit card (automatic),70.5,3486.65
0264-CNITK,Nao,Feminino,0,Sim,Sim,71,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Bank transfer (automatic),20.1,1389.6
0265-EDXBD,Sim,Masculino,1,Sim,Nao,32,Sim,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,74.9,2303.35
0265-PSUAE,Nao,Feminino,0,Sim,Sim,16,Sim,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Nao,Bank transfer (automatic),100.7,1522.7
0266-CLZKZ,Nao,Feminino,0,Sim,Sim,67,Sim,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Sim,Bank transfer (automatic),105.65,6717.9
0266-GMEAO,Nao,Masculino,0,Sim,Sim,72,Sim,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Sim,Credit card (automatic),114.3,8058.55
0268-QKIWO,Sim,Feminino,0,Nao,Nao,3,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Electronic check,19.75,58.85
0269-XFESX,Nao,Masculino,0,Sim,Sim,23,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Mailed check,24.35,538.5
0270-THENM,Nao,Masculino,0,Sim,Sim,72,Sim,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Nao,Bank transfer (automatic),69.85,5102.35
0274-JKUJR,Nao,Masculino,0,Sim,Sim,7,Nao,Sem servico de telefone,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Nao,Mailed check,58.85,465.7
0277-BKSQP,Nao,Masculino,0,Sim,Sim,8,Sim,No,DSL,No,No,No,No,Yes,No,Month-to-month,Sim,Electronic check,54.4,475.1
0277-ORXQS,Nao,Masculino,0,Sim,Sim,66,Nao,Sem servico de telefone,DSL,No,No,No,Yes,Yes,Yes,Two year,Nao,Bank transfer (automatic),50.55,3364.55
0278-YXOOG,Sim,Masculino,0,Nao,Nao,5,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Mailed check,21.05,113.85
0280-XJGEX,Sim,Masculino,0,Nao,Nao,49,Sim,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Sim,Bank transfer (automatic),103.7,5036.3
0281-CNTZX,Nao,Masculino,0,Sim,Nao,63,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Sim,Bank transfer (automatic),19.95,1234.8
0282-NVSJS,Nao,Feminino,1,Sim,Sim,12,Nao,Sem servico de telefone,DSL,No,No,No,Yes,No,No,Month-to-month,Sim,Mailed check,29.3,355.9
0285-INHLN,Nao,Masculino,0,Sim,Sim,27,Sim,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Sim,Credit card (automatic),54.75,1510.3
0289-IVARM,Nao,Feminino,0,Nao,Nao,35,Sim,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Nao,Electronic check,60.55,1982.6
0292-WEGCH,Nao,Feminino,0,Sim,Sim,54,Sim,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Sim,Electronic check,86.2,4524.05
0295-PPHDO,Sim,Masculino,0,Nao,Nao,1,Sim,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sim,Electronic check,95.45,95.45
0295-QVKPB,Nao,Masculino,0,Nao,Nao,5,Sim,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Sim,Credit card (automatic),63.95,318.1
0297-RBCSG,Nao,Masculino,0,Nao,Nao,19,Sim,No,DSL,No,Yes,No,Yes,No,Yes,One year,Sim,Bank transfer (automatic),65.35,1231.85
0298-XACET,Nao,Masculino,0,Sim,Sim,52,Nao,Sem servico de telefone,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Nao,Mailed check,50.2,2554.0
0301-FIDRB,Nao,Feminino,0,Sim,Sim,72,Nao,Sem servico de telefone,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Sim,Bank transfer (automatic),63.8,4684.3
0301-KOBTQ,Nao,Masculino,0,Nao,Nao,32,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Sim,Bank transfer (automatic),20.05,614.45
0302-JOIVN,Sim,Feminino,0,Sim,Nao,8,Sim,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Nao,Electronic check,101.15,842.9
0303-UNCIP,Nao,Masculino,0,Nao,Nao,41,Sim,Yes,DSL,No,No,Yes,No,No,Yes,One year,Nao,Mailed check,65.0,2531.8
0303-WMMRN,Nao,Masculino,0,Nao,Nao,5,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Sim,Mailed check,19.25,86.05
0305-SQECB,Nao,Feminino,0,Nao,Sim,11,Nao,Sem servico de telefone,DSL,Yes,No,No,Yes,No,No,One year,Sim,Mailed check,36.05,402.6
0306-JAELE,Sim,Masculino,0,Nao,Nao,5,Sim,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Sim,Electronic check,96.1,453.4
0307-BCOPK,Nao,Feminino,0,Nao,Nao,16,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Mailed check,19.05,326.65
0308-GIQJT,Nao,Masculino,1,Nao,Nao,71,Sim,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Nao,Bank transfer (automatic),105.75,7382.85
0308-IVGOK,Nao,Feminino,0,Nao,Nao,11,Nao,Sem servico de telefone,DSL,No,Yes,Yes,Yes,No,No,One year,Sim,Credit card (automatic),40.4,422.6
0310-MVLET,Sim,Feminino,0,Sim,Sim,61,Sim,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Sim,Electronic check,99.15,6010.05
0310-SUCIN,Nao,Feminino,0,Sim,Nao,71,Sim,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Sim,Bank transfer (automatic),84.8,6046.1
0310-VQXAM,Nao,Masculino,0,Nao,Nao,9,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Mailed check,19.85,178.8
0311-QYWSS,Nao,Feminino,0,Nao,Nao,6,Sim,No,DSL,Yes,No,No,No,No,No,Month-to-month,Sim,Electronic check,49.45,314.6
0311-UNPFF,Sim,Feminino,0,Nao,Nao,26,Sim,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sim,Bank transfer (automatic),88.8,2274.35
0314-TKOSI,Nao,Feminino,0,Nao,Nao,6,Sim,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Nao,Mailed check,55.15,322.9
0315-LVCRK,Nao,Masculino,0,Nao,Nao,11,Sim,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Nao,Electronic check,84.8,888.75
0318-QUUOB,Sim,Masculino,0,Sim,Nao,1,Sim,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Sim,Electronic check,80.55,80.55
0318-ZOPWS,Nao,Feminino,0,Sim,Nao,49,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Sim,Bank transfer (automatic),20.15,973.35
0319-QZTCO,Nao,Feminino,0,Sim,Sim,3,Sim,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Sim,Credit card (automatic),58.7,168.6
0320-DWVTU,Nao,Feminino,0,Nao,Nao,53,Sim,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Nao,Mailed check,99.5,5424.25
0320-JDNQG,Sim,Masculino,0,Sim,Sim,23,Sim,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Sim,Electronic check,99.85,2331.3
0322-CHQRU,Sim,Masculino,0,Nao,Nao,2,Sim,No,DSL,No,No,No,No,No,No,Month-to-month,Nao,Electronic check,45.35,89.5
0322-YINQP,Sim,Masculino,0,Nao,Nao,1,Sim,No,DSL,Yes,No,No,No,No,No,Month-to-month,Sim,Mailed check,48.55,48.55
0323-XWWTN,Nao,Masculino,0,Nao,Sim,3,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Sim,Mailed check,26.4,121.25
0324-BRPCJ,Sim,Feminino,1,Sim,Nao,68,Sim,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Sim,Electronic check,100.2,6851.65
0325-XBFAC,Sim,Masculino,0,Nao,Nao,8,Sim,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Sim,Electronic check,94.7,740.3
0326-VDYXE,Nao,Feminino,0,Sim,Nao,70,Sim,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Sim,Electronic check,97.65,6982.5
0327-WFZSY,Nao,Masculino,0,Sim,Sim,39,Sim,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Nao,Electronic check,100.0,3835.55
0328-GRPMV,Sim,Feminino,0,Nao,Nao,1,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,70.1,70.1
0329-GTIAJ,Sim,Feminino,0,Nao,Nao,3,Sim,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Sim,Electronic check,97.9,315.3
0330-BGYZE,Nao,Masculino,0,Sim,Nao,60,Sim,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Nao,Bank transfer (automatic),102.5,6157.6
0330-IVZHA,Sim,Feminino,0,Sim,Nao,5,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Nao,Electronic check,69.95,330.15
0334-GDDSO,Sim,Masculino,1,Nao,Nao,3,Sim,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Sim,Electronic check,81.35,233.7
0334-ZFJSR,Nao,Feminino,0,Sim,Nao,55,Sim,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Sim,Credit card (automatic),66.05,3462.1
0336-KXKFK,Nao,Masculino,0,Nao,Nao,72,Nao,Sem servico de telefone,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Sim,Credit card (automatic),61.2,4390.25
0336-PIKEI,Nao,Masculino,1,Sim,Nao,72,Sim,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Nao,Bank transfer (automatic),74.4,5360.75
0337-CNPZE,Sim,Feminino,0,Nao,Nao,41,Sim,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Sim,Electronic check,106.3,4443.45
0343-QLUZP,Nao,Masculino,0,Nao,Nao,60,Nao,Sem servico de telefone,DSL,Yes,Yes,Yes,No,No,No,Two year,Nao,Bank transfer (automatic),39.6,2424.5
0345-HKJVM,Sim,Feminino,0,Nao,Nao,6,Sim,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Nao,Electronic check,89.3,577.6
0345-XMMUG,Nao,Feminino,0,Sim,Nao,46,Sim,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Sim,Credit card (automatic),108.9,4854.3
0347-UBKUZ,Nao,Feminino,0,Nao,Nao,15,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Mailed check,19.9,320.45
0348-SDKOL,Sim,Feminino,0,Sim,Nao,58,Sim,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Sim,Credit card (automatic),102.1,5885.4
0354-VXMJC,Nao,Masculino,0,Sim,Sim,23,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Credit card (automatic),19.6,426.65
0354-WYROK,Sim,Feminino,1,Sim,Sim,31,Sim,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Sim,Electronic check,98.9,2911.3
0356-ERHVT,Nao,Masculino,0,Sim,Nao,11,Sim,No,DSL,No,No,No,No,No,No,Month-to-month,Sim,Bank transfer (automatic),45.9,521.9
0356-OBMAC,Nao,Feminino,1,Nao,Nao,56,Sim,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Sim,Bank transfer (automatic),99.9,5706.3
0357-NVCRI,Nao,Feminino,0,Nao,Sim,25,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Credit card (automatic),20.05,471.7
0361-HJRDX,Nao,Feminino,0,Nao,Nao,68,Nao,Sem servico de telefone,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Nao,Credit card (automatic),64.35,4539.6
0362-RAOQO,Nao,Feminino,0,Nao,Nao,40,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Credit card (automatic),19.65,830.25
0362-ZBZWJ,Sim,Masculino,0,Nao,Nao,36,Sim,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Sim,Electronic check,84.9,3067.2
0363-QJVFX,Sim,Masculino,0,Nao,Nao,32,Sim,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Sim,Credit card (automatic),108.15,3432.9
0363-SVHYR,Nao,Masculino,0,Sim,Sim,71,Sim,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Nao,Bank transfer (automatic),86.85,6263.8
0365-BZUWY,Nao,Masculino,0,Sim,Nao,17,Sim,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Sim,Electronic check,102.55,1742.5
0365-GXEZS,Nao,Masculino,0,Sim,Nao,18,Sim,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Nao,Electronic check,78.2,1468.75
0365-TRTPY,Nao,Feminino,0,Nao,Nao,37,Sim,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Nao,Bank transfer (automatic),91.2,3382.3
0366-NQSHS,Nao,Masculino,0,Nao,Nao,2,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Mailed check,19.35,46.35
0369-ZGOVK,Nao,Feminino,0,Sim,Sim,28,Sim,No,Fiber optic,No,No,No,No,No,No,One year,Sim,Bank transfer (automatic),70.4,1992.2
0373-AIVNJ,Nao,Masculino,0,Nao,Nao,9,Nao,Sem servico de telefone,DSL,Yes,Yes,Yes,No,No,No,One year,Nao,Mailed check,39.55,373.0
0374-AACSZ,Nao,Feminino,0,Nao,Nao,1,Sim,No,DSL,Yes,No,No,No,No,No,Month-to-month,Nao,Electronic check,50.15,50.15
0374-FIUCA,Nao,Masculino,0,Sim,Nao,65,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Sim,Credit card (automatic),20.4,1414.45
0374-IOEGQ,Nao,Feminino,0,Nao,Nao,3,Sim,No,DSL,No,No,No,No,No,No,Month-to-month,Nao,Electronic check,44.6,122.7
0375-HVGXO,Sim,Feminino,0,Nao,Nao,1,Nao,Sem servico de telefone,DSL,No,No,No,No,Yes,No,Month-to-month,Sim,Electronic check,34.7,34.7
0376-OIWME,Nao,Masculino,0,Sim,Nao,36,Sim,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Sim,Electronic check,93.6,3366.05
0376-YMCJC,Sim,Masculino,0,Nao,Nao,23,Sim,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Sim,Electronic check,90.6,1943.2
0377-JBKKT,Nao,Masculino,0,Sim,Sim,22,Sim,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Sim,Mailed check,57.95,1271.8
0378-CJKPV,Nao,Feminino,0,Sim,Nao,72,Sim,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Nao,Credit card (automatic),112.1,7965.95
0378-NHQXU,Sim,Feminino,0,Sim,Sim,17,Sim,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Nao,Electronic check,88.25,1460.65
0378-TOVMS,Sim,Feminino,0,Nao,Nao,3,Sim,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Nao,Electronic check,85.8,272.2
0378-XSZPU,Sim,Masculino,0,Sim,Nao,58,Sim,No,DSL,Yes,Yes,Yes,No,No,No,One year,Nao,Credit card (automatic),60.3,3563.8
0379-DJQHR,Nao,Masculino,0,Sim,Sim,67,Sim,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Nao,Credit card (automatic),81.35,5398.6
0380-NEAVX,Nao,Masculino,1,Nao,Nao,34,Sim,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Sim,Electronic check,99.85,3343.15
0380-ZCSBI,Nao,Masculino,0,Nao,Nao,10,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Credit card (automatic),20.0,198.7
0383-CLDDA,Nao,Feminino,0,Nao,Nao,69,Sim,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Sim,Credit card (automatic),85.35,5897.4
0384-LPITE,Nao,Masculino,0,Nao,Nao,40,Nao,Sem servico de telefone,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Nao,Credit card (automatic),62.05,2511.55
0384-RVBPI,Nao,Masculino,0,Nao,Nao,20,Sim,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Nao,Credit card (automatic),64.4,1398.6
0386-CWRGM,Nao,Feminino,0,Sim,Sim,46,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Mailed check,19.4,967.85
0388-EOPEX,Sim,Feminino,0,Sim,Nao,2,Sim,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Sim,Electronic check,74.4,139.4
0390-DCFDQ,Sim,Feminino,1,Sim,Nao,1,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Mailed check,70.45,70.45
0392-BZIUW,Nao,Feminino,0,Sim,Nao,72,Sim,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Sim,Credit card (automatic),105.0,7589.8
0394-YONDK,Nao,Masculino,0,Sim,Sim,70,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Credit card (automatic),25.15,1790.15
0396-HUJBP,Nao,Feminino,0,Nao,Nao,2,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Mailed check,19.3,44.4
0396-UKGAI,Nao,Masculino,0,Nao,Sim,23,Sim,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Sim,Bank transfer (automatic),55.3,1284.2
0396-YCHWO,Nao,Masculino,0,Sim,Nao,36,Sim,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sim,Electronic check,95.4,3474.2
0397-GZBBC,Sim,Masculino,1,Sim,Nao,59,Sim,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sim,Bank transfer (automatic),93.85,5574.75
0397-ZXWQF,Nao,Masculino,0,Nao,Nao,67,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Bank transfer (automatic),20.5,1430.95
0401-WDBXM,Nao,Masculino,0,Sim,Sim,72,Sim,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Sim,Bank transfer (automatic),105.55,7542.25
0402-CQAJN,Sim,Feminino,0,Nao,Nao,37,Sim,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Sim,Bank transfer (automatic),101.9,3545.35
0402-OAMEN,Nao,Feminino,0,Sim,Sim,72,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Bank transfer (automatic),24.45,1709.1
0404-AHASP,Nao,Masculino,0,Sim,Nao,72,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Credit card (automatic),19.7,1421.9
0404-SWRVG,Sim,Masculino,0,Nao,Nao,3,Sim,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,74.4,229.55
0406-BPDVR,Sim,Feminino,1,Sim,Nao,54,Sim,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Sim,Credit card (automatic),101.5,5373.1
0407-BDJKB,Sim,Masculino,0,Sim,Nao,60,Sim,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Sim,Electronic check,95.75,5742.9
0409-WTMPL,Nao,Feminino,0,Sim,Nao,58,Sim,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Sim,Credit card (automatic),110.65,6526.65
0410-IPFTY,Nao,Feminino,0,Sim,Nao,31,Sim,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Sim,Bank transfer (automatic),83.85,2674.15
0411-EZJZE,Nao,Feminino,0,Nao,Nao,3,Sim,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Sim,Electronic check,60.25,170.5
0412-UCCNP,Nao,Masculino,0,Nao,Nao,55,Sim,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Sim,Electronic check,59.2,3175.85
0415-MOSGF,Sim,Feminino,0,Nao,Nao,1,Sim,No,DSL,No,No,No,No,No,No,Month-to-month,Nao,Mailed check,44.4,44.4
0419-YAAPX,Nao,Masculino,0,Sim,Nao,49,Sim,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Sim,Credit card (automatic),85.3,4297.95
0420-BWTPW,Sim,Masculino,0,Nao,Sim,8,Nao,Sem servico de telefone,DSL,No,No,No,No,No,No,Month-to-month,Nao,Mailed check,25.5,215.2
0420-HLGXF,Nao,Feminino,1,Nao,Nao,39,Sim,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Sim,Electronic check,99.75,4036.0
0420-TXVSG,Nao,Masculino,0,Sim,Nao,66,Sim,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Sim,Credit card (automatic),66.1,4428.45
0422-OHQHQ,Nao,Feminino,0,Sim,Sim,15,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Mailed check,20.55,295.95
0422-UXFAP,Nao,Feminino,0,Sim,Nao,51,Sim,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Sim,Electronic check,98.85,4947.55
0423-UDIJQ,Nao,Masculino,1,Nao,Nao,9,Sim,No,DSL,No,No,No,Yes,No,No,Month-to-month,Nao,Mailed check,49.2,447.9
0426-TIRNE,Sim,Feminino,0,Nao,Nao,1,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Mailed check,20.9,20.9
0428-AXXLJ,Nao,Masculino,0,Nao,Nao,25,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Sim,Bank transfer (automatic),19.5,516.3
0428-IKYCP,Nao,Masculino,0,Sim,Nao,22,Sim,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Sim,Bank transfer (automatic),87.0,1850.65
0430-IHCDJ,Nao,Masculino,0,Nao,Nao,15,Sim,Yes,DSL,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,49.0,749.25
0431-APWVY,Sim,Feminino,0,Sim,Sim,28,Sim,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Sim,Bank transfer (automatic),90.1,2598.95
